species_1,species_2,species_pair,genomes_species_1,genomes_species_2,within_individual_genome_pairs,between_individual_genome_pairs,total_genome_pairs,n_individuals_with_both_species,within_HGT,between_HGT,within_HGT_rate,between_HGT_rate
170_1,331_1,170_1-331_1,6,24,0,144,144,0,0,0,0,0
170_1,332_1,170_1-332_1,6,63,0,378,378,0,0,0,0,0
170_1,333_1,170_1-333_1,6,50,0,300,300,0,0,0,0,0
170_1,334_1,170_1-334_1,6,410,2,2458,2460,1,0,0,0,0
170_1,334_2,170_1-334_2,6,2,0,12,12,0,0,0,0,0
170_1,334_3,170_1-334_3,6,224,0,1344,1344,0,0,0,0,0
170_1,335_1,170_1-335_1,6,5835,17,34993,35010,4,0,0,0,0
170_1,336_1,170_1-336_1,6,132,0,792,792,0,0,0,0,0
170_1,337_1,170_1-337_1,6,38,0,228,228,0,0,0,0,0
170_1,338_1,170_1-338_1,6,3834,17,22987,23004,3,0,1,0,4.35028494366e-05
170_1,33_1,170_1-33_1,6,37,0,222,222,0,0,0,0,0
170_1,34_1,170_1-34_1,6,17,0,102,102,0,0,0,0,0
170_1,36_1,170_1-36_1,6,42,0,252,252,0,0,0,0,0
170_1,37_1,170_1-37_1,6,45,0,270,270,0,0,0,0,0
170_1,37_2,170_1-37_2,6,1,0,6,6,0,0,0,0,0
170_1,38_1,170_1-38_1,6,4,0,24,24,0,0,0,0,0
170_1,39_1,170_1-39_1,6,8,0,48,48,0,0,0,0,0
170_1,39_2,170_1-39_2,6,54,0,324,324,0,0,0,0,0
170_1,39_3,170_1-39_3,6,5,0,30,30,0,0,0,0,0
170_1,39_4,170_1-39_4,6,15,0,90,90,0,0,0,0,0
170_1,39_5,170_1-39_5,6,199,0,1194,1194,0,0,0,0,0
170_1,40_1,170_1-40_1,6,30,0,180,180,0,0,0,0,0
170_1,41_1,170_1-41_1,6,8,0,48,48,0,0,0,0,0
170_1,42_1,170_1-42_1,6,29,0,174,174,0,0,0,0,0
170_1,42_2,170_1-42_2,6,293,0,1758,1758,0,0,0,0,0
170_1,43_1,170_1-43_1,6,222,0,1332,1332,0,0,0,0,0
170_1,44_1,170_1-44_1,6,252,0,1512,1512,0,0,0,0,0
170_1,44_3,170_1-44_3,6,514,2,3082,3084,2,0,0,0,0
170_1,44_4,170_1-44_4,6,30,0,180,180,0,0,0,0,0
170_1,44_5,170_1-44_5,6,13,0,78,78,0,0,0,0,0
170_1,45_1,170_1-45_1,6,1976,6,11850,11856,2,0,0,0,0
170_1,46_1,170_1-46_1,6,662,4,3968,3972,2,0,0,0,0
170_1,47_1,170_1-47_1,6,2,0,12,12,0,0,0,0,0
170_1,47_2,170_1-47_2,6,18,0,108,108,0,0,0,0,0
170_1,48_1,170_1-48_1,6,3,0,18,18,0,0,0,0,0
170_1,48_2,170_1-48_2,6,1128,27,6741,6768,3,0,0,0,0
170_1,4_1,170_1-4_1,6,5,0,30,30,0,0,0,0,0
170_1,4_2,170_1-4_2,6,5,0,30,30,0,0,0,0,0
170_1,4_3,170_1-4_3,6,16,0,96,96,0,0,0,0,0
170_1,50_1,170_1-50_1,6,56,0,336,336,0,0,0,0,0
170_1,51_1,170_1-51_1,6,29,0,174,174,0,0,0,0,0
170_1,52_1,170_1-52_1,6,68,0,408,408,0,0,0,0,0
170_1,54_1,170_1-54_1,6,3,0,18,18,0,0,0,0,0
170_1,55_1,170_1-55_1,6,5,0,30,30,0,0,0,0,0
170_1,57_1,170_1-57_1,6,2,0,12,12,0,0,0,0,0
170_1,62_1,170_1-62_1,6,8,0,48,48,0,0,0,0,0
170_1,66_1,170_1-66_1,6,2,0,12,12,0,0,0,0,0
170_1,66_2,170_1-66_2,6,4,0,24,24,0,0,0,0,0
170_1,66_3,170_1-66_3,6,44,0,264,264,0,0,0,0,0
170_1,66_4,170_1-66_4,6,20,0,120,120,0,0,0,0,0
170_1,66_5,170_1-66_5,6,2547,30,15252,15282,4,0,0,0,0
170_1,67_1,170_1-67_1,6,2,0,12,12,0,0,0,0,0
170_1,67_2,170_1-67_2,6,15,0,90,90,0,0,0,0,0
170_1,68_1,170_1-68_1,6,3,0,18,18,0,0,0,0,0
170_1,69_1,170_1-69_1,6,20,0,120,120,0,0,0,0,0
170_1,69_2,170_1-69_2,6,2,0,12,12,0,0,0,0,0
170_1,69_3,170_1-69_3,6,6,0,36,36,0,0,0,0,0
170_1,70_1,170_1-70_1,6,6,0,36,36,0,0,0,0,0
170_1,71_1,170_1-71_1,6,2,0,12,12,0,0,0,0,0
170_1,72_1,170_1-72_1,6,13,0,78,78,0,0,0,0,0
170_1,74_1,170_1-74_1,6,4,0,24,24,0,0,0,0,0
170_1,75_1,170_1-75_1,6,13,0,78,78,0,0,0,0,0
170_1,76_1,170_1-76_1,6,3,0,18,18,0,0,0,0,0
170_1,76_2,170_1-76_2,6,59,0,354,354,0,0,0,0,0
170_1,76_3,170_1-76_3,6,8,1,47,48,1,0,0,0,0
170_1,77_1,170_1-77_1,6,2,0,12,12,0,0,0,0,0
170_1,77_2,170_1-77_2,6,15,0,90,90,0,0,0,0,0
170_1,78_1,170_1-78_1,6,6,0,36,36,0,0,0,0,0
170_1,78_2,170_1-78_2,6,4,0,24,24,0,0,0,0,0
170_1,78_3,170_1-78_3,6,11,0,66,66,0,0,0,0,0
170_1,80_1,170_1-80_1,6,9,0,54,54,0,0,0,0,0
170_1,84_1,170_1-84_1,6,4,0,24,24,0,0,0,0,0
170_1,86_1,170_1-86_1,6,3,0,18,18,0,0,0,0,0
170_1,87_1,170_1-87_1,6,10,0,60,60,0,0,0,0,0
170_1,8_1,170_1-8_1,6,4,0,24,24,0,0,0,0,0
170_1,90_1,170_1-90_1,6,118,0,708,708,0,0,0,0,0
170_1,91_1,170_1-91_1,6,7,0,42,42,0,0,0,0,0
170_1,92_1,170_1-92_1,6,38,0,228,228,0,0,0,0,0
170_1,93_1,170_1-93_1,6,2,0,12,12,0,0,0,0,0
170_1,94_1,170_1-94_1,6,3,0,18,18,0,0,0,0,0
170_1,96_1,170_1-96_1,6,265,5,1585,1590,2,0,0,0,0
170_1,97_1,170_1-97_1,6,287,0,1722,1722,0,0,0,0,0
170_1,98_1,170_1-98_1,6,3,0,18,18,0,0,0,0,0
170_1,99_1,170_1-99_1,6,2,0,12,12,0,0,0,0,0
170_1,99_2,170_1-99_2,6,21,0,126,126,0,0,0,0,0
170_1,9_1,170_1-9_1,6,2,0,12,12,0,0,0,0,0
170_1,9_2,170_1-9_2,6,22,0,132,132,0,0,0,0,0
171_1,173_1,171_1-173_1,6,2,0,12,12,0,0,1,0,0.0833333333333
171_1,175_1,171_1-175_1,6,4,0,24,24,0,0,0,0,0
171_1,176_1,171_1-176_1,6,5,0,30,30,0,0,0,0,0
171_1,176_2,171_1-176_2,6,5,0,30,30,0,0,0,0,0
171_1,178_1,171_1-178_1,6,7,0,42,42,0,0,0,0,0
171_1,178_2,171_1-178_2,6,6,0,36,36,0,0,2,0,0.0555555555556
171_1,179_1,171_1-179_1,6,32,0,192,192,0,0,0,0,0
171_1,17_1,171_1-17_1,6,2,0,12,12,0,0,0,0,0
171_1,180_1,171_1-180_1,6,37,0,222,222,0,0,0,0,0
171_1,181_1,171_1-181_1,6,4,0,24,24,0,0,0,0,0
171_1,181_2,171_1-181_2,6,2,0,12,12,0,0,0,0,0
171_1,181_3,171_1-181_3,6,31,0,186,186,0,0,0,0,0
171_1,182_1,171_1-182_1,6,4,0,24,24,0,0,0,0,0
171_1,183_1,171_1-183_1,6,3,0,18,18,0,0,0,0,0
171_1,186_1,171_1-186_1,6,4,0,24,24,0,0,0,0,0
171_1,187_1,171_1-187_1,6,8,0,48,48,0,0,0,0,0
171_1,190_1,171_1-190_1,6,6,0,36,36,0,0,0,0,0
171_1,192_1,171_1-192_1,6,12,0,72,72,0,0,0,0,0
171_1,192_2,171_1-192_2,6,1,0,6,6,0,0,0,0,0
171_1,193_1,171_1-193_1,6,2,0,12,12,0,0,0,0,0
171_1,193_2,171_1-193_2,6,86,4,512,516,1,0,0,0,0
171_1,195_0,171_1-195_0,6,1,0,6,6,0,0,0,0,0
171_1,196_1,171_1-196_1,6,8,0,48,48,0,0,0,0,0
171_1,19_1,171_1-19_1,6,6,0,36,36,0,0,0,0,0
171_1,200_1,171_1-200_1,6,3,0,18,18,0,0,0,0,0
171_1,201_1,171_1-201_1,6,55,0,330,330,0,0,0,0,0
171_1,203_1,171_1-203_1,6,16,0,96,96,0,0,0,0,0
171_1,204_1,171_1-204_1,6,51,0,306,306,0,0,0,0,0
171_1,208_1,171_1-208_1,6,2,0,12,12,0,0,0,0,0
171_1,209_1,171_1-209_1,6,2,0,12,12,0,0,0,0,0
171_1,20_1,171_1-20_1,6,135,0,810,810,0,0,0,0,0
171_1,210_1,171_1-210_1,6,4,0,24,24,0,0,0,0,0
171_1,211_1,171_1-211_1,6,15,0,90,90,0,0,0,0,0
171_1,213_1,171_1-213_1,6,1,0,6,6,0,0,0,0,0
171_1,217_1,171_1-217_1,6,6,0,36,36,0,0,0,0,0
171_1,219_1,171_1-219_1,6,75,0,450,450,0,0,0,0,0
171_1,21_1,171_1-21_1,6,1,0,6,6,0,0,0,0,0
171_1,221_1,171_1-221_1,6,2,0,12,12,0,0,0,0,0
171_1,222_1,171_1-222_1,6,3,0,18,18,0,0,0,0,0
171_1,222_2,171_1-222_2,6,1,0,6,6,0,0,0,0,0
171_1,223_1,171_1-223_1,6,94,0,564,564,0,0,0,0,0
171_1,224_1,171_1-224_1,6,22,0,132,132,0,0,0,0,0
171_1,225_1,171_1-225_1,6,9,0,54,54,0,0,0,0,0
171_1,226_1,171_1-226_1,6,161,0,966,966,0,0,0,0,0
171_1,226_2,171_1-226_2,6,75,0,450,450,0,0,0,0,0
171_1,228_1,171_1-228_1,6,17,0,102,102,0,0,0,0,0
171_1,228_2,171_1-228_2,6,11,0,66,66,0,0,0,0,0
171_1,229_1,171_1-229_1,6,5,0,30,30,0,0,0,0,0
171_1,229_2,171_1-229_2,6,5,0,30,30,0,0,0,0,0
171_1,229_3,171_1-229_3,6,492,14,2938,2952,3,0,0,0,0
171_1,22_1,171_1-22_1,6,3,0,18,18,0,0,0,0,0
171_1,22_2,171_1-22_2,6,11,0,66,66,0,0,0,0,0
171_1,230_1,171_1-230_1,6,5,0,30,30,0,0,0,0,0
171_1,231_1,171_1-231_1,6,2,0,12,12,0,0,0,0,0
171_1,233_1,171_1-233_1,6,22,0,132,132,0,0,0,0,0
171_1,233_2,171_1-233_2,6,7,0,42,42,0,0,0,0,0
171_1,233_3,171_1-233_3,6,66,0,396,396,0,0,0,0,0
171_1,233_4,171_1-233_4,6,1,0,6,6,0,0,0,0,0
171_1,234_1,171_1-234_1,6,4,0,24,24,0,0,0,0,0
171_1,234_2,171_1-234_2,6,14,0,84,84,0,0,0,0,0
171_1,234_3,171_1-234_3,6,4,0,24,24,0,0,0,0,0
171_1,234_4,171_1-234_4,6,1,0,6,6,0,0,0,0,0
171_1,234_5,171_1-234_5,6,4,0,24,24,0,0,0,0,0
171_1,234_6,171_1-234_6,6,1,0,6,6,0,0,0,0,0
171_1,234_7,171_1-234_7,6,2,0,12,12,0,0,0,0,0
171_1,234_8,171_1-234_8,6,5,0,30,30,0,0,0,0,0
171_1,235_1,171_1-235_1,6,3,0,18,18,0,0,0,0,0
171_1,236_1,171_1-236_1,6,1,0,6,6,0,0,0,0,0
171_1,236_2,171_1-236_2,6,1,0,6,6,0,0,0,0,0
171_1,238_1,171_1-238_1,6,12,0,72,72,0,0,0,0,0
171_1,238_2,171_1-238_2,6,2,0,12,12,0,0,0,0,0
171_1,238_3,171_1-238_3,6,64,0,384,384,0,0,0,0,0
171_1,239_1,171_1-239_1,6,25,0,150,150,0,0,0,0,0
171_1,23_1,171_1-23_1,6,2,0,12,12,0,0,0,0,0
171_1,240_1,171_1-240_1,6,31,1,185,186,1,0,0,0,0
171_1,241_1,171_1-241_1,6,7,0,42,42,0,0,0,0,0
171_1,246_1,171_1-246_1,6,4,0,24,24,0,0,0,0,0
171_1,24_1,171_1-24_1,6,2,0,12,12,0,0,0,0,0
171_1,24_2,171_1-24_2,6,4,0,24,24,0,0,0,0,0
171_1,24_3,171_1-24_3,6,1,0,6,6,0,0,0,0,0
171_1,250_1,171_1-250_1,6,4,0,24,24,0,0,0,0,0
171_1,252_1,171_1-252_1,6,7,0,42,42,0,0,0,0,0
171_1,256_1,171_1-256_1,6,5,0,30,30,0,0,0,0,0
171_1,257_1,171_1-257_1,6,6,0,36,36,0,0,0,0,0
171_1,258_1,171_1-258_1,6,4,0,24,24,0,0,0,0,0
171_1,25_1,171_1-25_1,6,1,0,6,6,0,0,0,0,0
171_1,262_1,171_1-262_1,6,2,0,12,12,0,0,0,0,0
171_1,263_1,171_1-263_1,6,2,0,12,12,0,0,0,0,0
171_1,264_1,171_1-264_1,6,1,0,6,6,0,0,0,0,0
171_1,265_1,171_1-265_1,6,4,0,24,24,0,0,0,0,0
171_1,266_1,171_1-266_1,6,1,0,6,6,0,0,0,0,0
171_1,267_1,171_1-267_1,6,7,0,42,42,0,0,0,0,0
171_1,268_1,171_1-268_1,6,9,0,54,54,0,0,0,0,0
171_1,269_1,171_1-269_1,6,10,0,60,60,0,0,0,0,0
171_1,26_1,171_1-26_1,6,2,0,12,12,0,0,0,0,0
171_1,26_2,171_1-26_2,6,479,1,2873,2874,1,0,0,0,0
171_1,26_3,171_1-26_3,6,52,0,312,312,0,0,0,0,0
171_1,273_1,171_1-273_1,6,2,0,12,12,0,0,0,0,0
171_1,276_1,171_1-276_1,6,2,0,12,12,0,0,0,0,0
171_1,282_1,171_1-282_1,6,5,0,30,30,0,0,0,0,0
171_1,283_1,171_1-283_1,6,94,0,564,564,0,0,0,0,0
171_1,286_1,171_1-286_1,6,4,0,24,24,0,0,0,0,0
171_1,287_1,171_1-287_1,6,3,0,18,18,0,0,0,0,0
171_1,288_1,171_1-288_1,6,2,0,12,12,0,0,0,0,0
171_1,28_1,171_1-28_1,6,2,0,12,12,0,0,0,0,0
171_1,290_1,171_1-290_1,6,5,0,30,30,0,0,0,0,0
171_1,292_2,171_1-292_2,6,4,6,18,24,1,0,0,0,0
171_1,294_1,171_1-294_1,6,5,0,30,30,0,0,0,0,0
171_1,294_2,171_1-294_2,6,22,0,132,132,0,0,0,0,0
171_1,295_0,171_1-295_0,6,1,0,6,6,0,0,0,0,0
171_1,297_1,171_1-297_1,6,20,1,119,120,1,0,0,0,0
171_1,298_1,171_1-298_1,6,27,26,136,162,1,0,0,0,0
171_1,29_1,171_1-29_1,6,3,0,18,18,0,0,0,0,0
171_1,300_1,171_1-300_1,6,9,0,54,54,0,0,0,0,0
171_1,301_1,171_1-301_1,6,5,2,28,30,1,0,0,0,0
171_1,308_1,171_1-308_1,6,10,0,60,60,0,0,0,0,0
171_1,309_1,171_1-309_1,6,2,0,12,12,0,0,0,0,0
171_1,30_1,171_1-30_1,6,4,0,24,24,0,0,0,0,0
171_1,312_1,171_1-312_1,6,2,0,12,12,0,0,0,0,0
171_1,314_1,171_1-314_1,6,2,0,12,12,0,0,0,0,0
171_1,317_1,171_1-317_1,6,4,0,24,24,0,0,0,0,0
171_1,318_1,171_1-318_1,6,2,0,12,12,0,0,0,0,0
171_1,318_10,171_1-318_10,6,1,0,6,6,0,0,0,0,0
171_1,318_11,171_1-318_11,6,3,0,18,18,0,0,0,0,0
171_1,318_13,171_1-318_13,6,13,0,78,78,0,0,0,0,0
171_1,318_15,171_1-318_15,6,2,0,12,12,0,0,0,0,0
171_1,318_16,171_1-318_16,6,4,0,24,24,0,0,0,0,0
171_1,318_17,171_1-318_17,6,9,0,54,54,0,0,0,0,0
171_1,318_18,171_1-318_18,6,5,0,30,30,0,0,0,0,0
171_1,318_19,171_1-318_19,6,25,0,150,150,0,0,0,0,0
171_1,318_2,171_1-318_2,6,6,0,36,36,0,0,0,0,0
171_1,318_20,171_1-318_20,6,2,0,12,12,0,0,0,0,0
171_1,318_21,171_1-318_21,6,42,4,248,252,1,0,0,0,0
171_1,318_22,171_1-318_22,6,1,0,6,6,0,0,0,0,0
171_1,318_23,171_1-318_23,6,2,0,12,12,0,0,0,0,0
171_1,318_24,171_1-318_24,6,7,1,41,42,1,0,0,0,0
171_1,318_26,171_1-318_26,6,2,0,12,12,0,0,0,0,0
171_1,318_27,171_1-318_27,6,4,0,24,24,0,0,0,0,0
171_1,318_28,171_1-318_28,6,2,0,12,12,0,0,0,0,0
171_1,318_29,171_1-318_29,6,1,0,6,6,0,0,0,0,0
171_1,318_3,171_1-318_3,6,5,0,30,30,0,0,0,0,0
171_1,318_30,171_1-318_30,6,4,0,24,24,0,0,0,0,0
171_1,318_32,171_1-318_32,6,3,0,18,18,0,0,0,0,0
171_1,318_33,171_1-318_33,6,5,0,30,30,0,0,0,0,0
171_1,318_34,171_1-318_34,6,2,0,12,12,0,0,0,0,0
171_1,318_35,171_1-318_35,6,2,0,12,12,0,0,0,0,0
171_1,318_36,171_1-318_36,6,2,0,12,12,0,0,0,0,0
171_1,318_37,171_1-318_37,6,2,0,12,12,0,0,0,0,0
171_1,318_38,171_1-318_38,6,41,0,246,246,0,0,0,0,0
171_1,318_39,171_1-318_39,6,24,0,144,144,0,0,0,0,0
171_1,318_4,171_1-318_4,6,2,0,12,12,0,0,0,0,0
171_1,318_40,171_1-318_40,6,19,0,114,114,0,0,0,0,0
171_1,318_42,171_1-318_42,6,17,0,102,102,0,0,0,0,0
171_1,318_43,171_1-318_43,6,1,0,6,6,0,0,0,0,0
171_1,318_44,171_1-318_44,6,1,0,6,6,0,0,0,0,0
171_1,318_45,171_1-318_45,6,4,0,24,24,0,0,0,0,0
171_1,318_46,171_1-318_46,6,2,0,12,12,0,0,0,0,0
171_1,318_47,171_1-318_47,6,1,0,6,6,0,0,0,0,0
171_1,318_48,171_1-318_48,6,5,0,30,30,0,0,0,0,0
171_1,318_49,171_1-318_49,6,4,0,24,24,0,0,0,0,0
171_1,318_5,171_1-318_5,6,10,0,60,60,0,0,0,0,0
171_1,318_50,171_1-318_50,6,3,0,18,18,0,0,0,0,0
171_1,318_51,171_1-318_51,6,1,0,6,6,0,0,0,0,0
171_1,318_52,171_1-318_52,6,9,0,54,54,0,0,0,0,0
171_1,318_53,171_1-318_53,6,2,0,12,12,0,0,0,0,0
171_1,318_54,171_1-318_54,6,63,2,376,378,1,0,0,0,0
171_1,318_55,171_1-318_55,6,3,0,18,18,0,0,0,0,0
171_1,318_56,171_1-318_56,6,429,2,2572,2574,1,0,0,0,0
171_1,318_57,171_1-318_57,6,1,0,6,6,0,0,0,0,0
171_1,318_58,171_1-318_58,6,1,0,6,6,0,0,0,0,0
171_1,318_60,171_1-318_60,6,1,0,6,6,0,0,0,0,0
171_1,318_61,171_1-318_61,6,1,0,6,6,0,0,0,0,0
171_1,318_62,171_1-318_62,6,1,0,6,6,0,0,0,0,0
171_1,318_65,171_1-318_65,6,1,0,6,6,0,0,0,0,0
171_1,318_66,171_1-318_66,6,1,0,6,6,0,0,0,0,0
171_1,318_67,171_1-318_67,6,1,0,6,6,0,0,0,0,0
171_1,318_69,171_1-318_69,6,1,0,6,6,0,0,0,0,0
171_1,318_7,171_1-318_7,6,3,0,18,18,0,0,0,0,0
171_1,318_70,171_1-318_70,6,3,0,18,18,0,0,0,0,0
171_1,318_71,171_1-318_71,6,4,0,24,24,0,0,0,0,0
171_1,318_72,171_1-318_72,6,1,0,6,6,0,0,0,0,0
171_1,318_73,171_1-318_73,6,1,0,6,6,0,0,0,0,0
171_1,318_74,171_1-318_74,6,4,0,24,24,0,0,0,0,0
171_1,318_75,171_1-318_75,6,3,0,18,18,0,0,0,0,0
171_1,318_76,171_1-318_76,6,4,0,24,24,0,0,0,0,0
171_1,318_77,171_1-318_77,6,3,0,18,18,0,0,0,0,0
171_1,318_78,171_1-318_78,6,2,0,12,12,0,0,0,0,0
171_1,318_79,171_1-318_79,6,3,0,18,18,0,0,0,0,0
171_1,318_8,171_1-318_8,6,16,0,96,96,0,0,0,0,0
171_1,318_80,171_1-318_80,6,1,0,6,6,0,0,0,0,0
171_1,318_81,171_1-318_81,6,1,0,6,6,0,0,0,0,0
171_1,318_82,171_1-318_82,6,1,0,6,6,0,0,0,0,0
171_1,318_84,171_1-318_84,6,1,0,6,6,0,0,0,0,0
171_1,318_9,171_1-318_9,6,1,0,6,6,0,0,0,0,0
171_1,319_1,171_1-319_1,6,2,0,12,12,0,0,0,0,0
171_1,31_1,171_1-31_1,6,1,0,6,6,0,0,0,0,0
171_1,31_2,171_1-31_2,6,5,0,30,30,0,0,0,0,0
171_1,320_1,171_1-320_1,6,2,0,12,12,0,0,0,0,0
171_1,321_1,171_1-321_1,6,17,0,102,102,0,0,0,0,0
171_1,324_1,171_1-324_1,6,2,0,12,12,0,0,0,0,0
171_1,325_1,171_1-325_1,6,9,0,54,54,0,0,0,0,0
171_1,326_1,171_1-326_1,6,260,3,1557,1560,2,0,2,0,0.00128452151574
171_1,327_1,171_1-327_1,6,2,0,12,12,0,0,0,0,0
171_1,32_1,171_1-32_1,6,494,13,2951,2964,3,0,0,0,0
171_1,330_1,171_1-330_1,6,126,0,756,756,0,0,0,0,0
171_1,331_1,171_1-331_1,6,24,0,144,144,0,0,0,0,0
171_1,332_1,171_1-332_1,6,63,0,378,378,0,0,0,0,0
171_1,333_1,171_1-333_1,6,50,1,299,300,1,0,0,0,0
171_1,334_1,171_1-334_1,6,410,0,2460,2460,0,0,0,0,0
171_1,334_2,171_1-334_2,6,2,0,12,12,0,0,0,0,0
171_1,334_3,171_1-334_3,6,224,1,1343,1344,1,0,0,0,0
171_1,335_1,171_1-335_1,6,5835,23,34987,35010,3,0,0,0,0
171_1,336_1,171_1-336_1,6,132,0,792,792,0,0,0,0,0
171_1,337_1,171_1-337_1,6,38,0,228,228,0,0,0,0,0
171_1,338_1,171_1-338_1,6,3834,20,22984,23004,3,0,4,0,0.000174034110686
171_1,33_1,171_1-33_1,6,37,0,222,222,0,0,0,0,0
171_1,34_1,171_1-34_1,6,17,0,102,102,0,0,0,0,0
171_1,36_1,171_1-36_1,6,42,0,252,252,0,0,0,0,0
171_1,37_1,171_1-37_1,6,45,0,270,270,0,0,0,0,0
171_1,37_2,171_1-37_2,6,1,0,6,6,0,0,0,0,0
171_1,38_1,171_1-38_1,6,4,0,24,24,0,0,0,0,0
171_1,39_1,171_1-39_1,6,8,0,48,48,0,0,0,0,0
171_1,39_2,171_1-39_2,6,54,5,319,324,1,0,0,0,0
171_1,39_3,171_1-39_3,6,5,0,30,30,0,0,0,0,0
171_1,39_4,171_1-39_4,6,15,0,90,90,0,0,0,0,0
171_1,39_5,171_1-39_5,6,199,0,1194,1194,0,0,0,0,0
171_1,40_1,171_1-40_1,6,30,0,180,180,0,0,0,0,0
171_1,41_1,171_1-41_1,6,8,0,48,48,0,0,0,0,0
171_1,42_1,171_1-42_1,6,29,0,174,174,0,0,0,0,0
171_1,42_2,171_1-42_2,6,293,3,1755,1758,2,0,0,0,0
171_1,43_1,171_1-43_1,6,222,2,1330,1332,1,0,0,0,0
171_1,44_1,171_1-44_1,6,252,0,1512,1512,0,0,0,0,0
171_1,44_3,171_1-44_3,6,514,2,3082,3084,1,0,0,0,0
171_1,44_4,171_1-44_4,6,30,0,180,180,0,0,0,0,0
171_1,44_5,171_1-44_5,6,13,0,78,78,0,0,0,0,0
171_1,45_1,171_1-45_1,6,1976,6,11850,11856,3,0,0,0,0
171_1,46_1,171_1-46_1,6,662,6,3966,3972,1,0,0,0,0
171_1,47_1,171_1-47_1,6,2,0,12,12,0,0,0,0,0
171_1,47_2,171_1-47_2,6,18,0,108,108,0,0,0,0,0
171_1,48_1,171_1-48_1,6,3,0,18,18,0,0,0,0,0
171_1,48_2,171_1-48_2,6,1128,12,6756,6768,4,0,0,0,0
171_1,4_1,171_1-4_1,6,5,0,30,30,0,0,0,0,0
171_1,4_2,171_1-4_2,6,5,0,30,30,0,0,0,0,0
171_1,4_3,171_1-4_3,6,16,0,96,96,0,0,0,0,0
171_1,50_1,171_1-50_1,6,56,0,336,336,0,0,0,0,0
171_1,51_1,171_1-51_1,6,29,0,174,174,0,0,0,0,0
171_1,52_1,171_1-52_1,6,68,2,406,408,1,0,0,0,0
171_1,54_1,171_1-54_1,6,3,0,18,18,0,0,0,0,0
171_1,55_1,171_1-55_1,6,5,3,27,30,1,0,0,0,0
171_1,57_1,171_1-57_1,6,2,0,12,12,0,0,0,0,0
171_1,62_1,171_1-62_1,6,8,0,48,48,0,0,0,0,0
171_1,66_1,171_1-66_1,6,2,0,12,12,0,0,0,0,0
171_1,66_2,171_1-66_2,6,4,0,24,24,0,0,0,0,0
171_1,66_3,171_1-66_3,6,44,0,264,264,0,0,0,0,0
171_1,66_4,171_1-66_4,6,20,0,120,120,0,0,0,0,0
171_1,66_5,171_1-66_5,6,2547,51,15231,15282,5,0,0,0,0
171_1,67_1,171_1-67_1,6,2,0,12,12,0,0,0,0,0
171_1,67_2,171_1-67_2,6,15,0,90,90,0,0,0,0,0
171_1,68_1,171_1-68_1,6,3,0,18,18,0,0,0,0,0
171_1,69_1,171_1-69_1,6,20,0,120,120,0,0,0,0,0
171_1,69_2,171_1-69_2,6,2,0,12,12,0,0,0,0,0
171_1,69_3,171_1-69_3,6,6,0,36,36,0,0,0,0,0
171_1,70_1,171_1-70_1,6,6,0,36,36,0,0,0,0,0
171_1,71_1,171_1-71_1,6,2,0,12,12,0,0,0,0,0
171_1,72_1,171_1-72_1,6,13,0,78,78,0,0,0,0,0
171_1,74_1,171_1-74_1,6,4,0,24,24,0,0,0,0,0
171_1,75_1,171_1-75_1,6,13,0,78,78,0,0,0,0,0
171_1,76_1,171_1-76_1,6,3,0,18,18,0,0,0,0,0
171_1,76_2,171_1-76_2,6,59,0,354,354,0,0,0,0,0
171_1,76_3,171_1-76_3,6,8,0,48,48,0,0,0,0,0
171_1,77_1,171_1-77_1,6,2,0,12,12,0,0,0,0,0
171_1,77_2,171_1-77_2,6,15,0,90,90,0,0,0,0,0
171_1,78_1,171_1-78_1,6,6,0,36,36,0,0,0,0,0
171_1,78_2,171_1-78_2,6,4,0,24,24,0,0,0,0,0
171_1,78_3,171_1-78_3,6,11,0,66,66,0,0,0,0,0
171_1,80_1,171_1-80_1,6,9,0,54,54,0,0,0,0,0
171_1,84_1,171_1-84_1,6,4,0,24,24,0,0,0,0,0
171_1,86_1,171_1-86_1,6,3,0,18,18,0,0,0,0,0
171_1,87_1,171_1-87_1,6,10,0,60,60,0,0,0,0,0
171_1,8_1,171_1-8_1,6,4,0,24,24,0,0,0,0,0
171_1,90_1,171_1-90_1,6,118,1,707,708,1,0,0,0,0
171_1,91_1,171_1-91_1,6,7,0,42,42,0,0,0,0,0
171_1,92_1,171_1-92_1,6,38,0,228,228,0,0,0,0,0
171_1,93_1,171_1-93_1,6,2,0,12,12,0,0,0,0,0
171_1,94_1,171_1-94_1,6,3,0,18,18,0,0,0,0,0
171_1,96_1,171_1-96_1,6,265,2,1588,1590,1,0,0,0,0
171_1,97_1,171_1-97_1,6,287,0,1722,1722,0,0,0,0,0
171_1,98_1,171_1-98_1,6,3,0,18,18,0,0,0,0,0
171_1,99_1,171_1-99_1,6,2,0,12,12,0,0,0,0,0
171_1,99_2,171_1-99_2,6,21,0,126,126,0,0,0,0,0
171_1,9_1,171_1-9_1,6,2,0,12,12,0,0,0,0,0
171_1,9_2,171_1-9_2,6,22,0,132,132,0,0,0,0,0
173_1,175_1,173_1-175_1,2,4,0,8,8,0,0,0,0,0
173_1,176_1,173_1-176_1,2,5,0,10,10,0,0,0,0,0
173_1,176_2,173_1-176_2,2,5,0,10,10,0,0,0,0,0
