species_pair,ARG,CAZyme,Virulence
181_3-44_3,0,0,0
181_3-45_1,0,0,0
181_3-46_1,0,0,0
181_3-48_2,0,0,0
181_3-50_1,0,0,0
181_3-52_1,0,0,0
181_3-66_3,0,0,0
181_3-66_5,0,0,0
181_3-69_3,0,0,0
181_3-71_1,0,0,0
181_3-76_1,0,0,0
181_3-76_2,0,0,0
181_3-76_3,0,0,0
181_3-78_1,0,0,0
181_3-90_1,0,0,0
181_3-92_1,0,0,0
181_3-96_1,0,0,0
181_3-97_1,0,0,0
181_3-9_2,0,0,0
182_1-20_1,0,0,0
182_1-326_1,0,0,0
182_1-32_1,0,0,0
182_1-334_1,0,0,0
182_1-338_1,0,0,0
182_1-45_1,0,0,0
182_1-48_2,0,0,0
182_1-66_5,0,0,0
182_1-97_1,0,0,0
183_1-211_1,0,0,0
183_1-226_1,0,0,0
183_1-228_2,0,0,0
183_1-267_1,0,0,0
183_1-268_1,0,0,0
183_1-282_1,0,0,0
183_1-283_1,0,0,0
183_1-297_1,0,0,0
183_1-318_39,0,0,0
183_1-326_1,0,0,0
183_1-334_1,0,0,0
183_1-335_1,0,0,0
183_1-48_2,0,0,0
183_1-66_5,0,0,0
183_1-96_1,0,0,0
186_1-229_3,0,0,0
186_1-233_3,0,0,0
186_1-26_2,0,0,0
186_1-283_1,0,0,0
186_1-318_73,0,0,0
186_1-32_1,0,0,0
186_1-333_1,0,0,0
186_1-335_1,0,0,0
186_1-338_1,0,0,0
186_1-44_3,0,0,0
186_1-45_1,0,0,0
186_1-46_1,0,0,0
186_1-48_2,0,0,0
186_1-66_5,0,0,0
187_1-193_2,0,0,0
187_1-229_3,0,0,0
187_1-233_3,0,0,0
187_1-233_4,0,0,0
187_1-240_1,0,0,0
187_1-264_1,0,0,0
187_1-26_2,0,0,0
187_1-26_3,0,0,0
187_1-318_19,0,0,0
187_1-318_38,0,0,0
187_1-318_56,0,0,0
187_1-318_61,0,0,0
187_1-325_1,0,0,0
187_1-326_1,0,0,0
187_1-32_1,0,0,0
187_1-334_3,0,0,0
187_1-335_1,0,0,0
187_1-338_1,0,0,0
187_1-37_1,0,0,0
187_1-39_5,0,0,0
187_1-42_2,0,0,0
187_1-44_1,0,0,0
187_1-44_3,0,0,0
187_1-45_1,0,0,0
187_1-46_1,0,0,0
187_1-48_2,0,0,0
187_1-66_5,0,0,0
187_1-8_1,0,0,0
187_1-92_1,0,0,0
187_1-96_1,0,0,0
190_1-222_1,0,0,0
190_1-229_3,0,0,0
190_1-26_2,0,0,0
190_1-283_1,0,0,0
190_1-42_2,0,0,0
190_1-45_1,0,0,0
190_1-48_2,0,0,0
190_1-72_1,0,0,0
190_1-76_3,0,0,0
192_1-193_2,0,0,0
192_1-201_1,0,0,0
192_1-204_1,0,0,0
192_1-217_1,0,0,0
192_1-229_3,0,0,0
192_1-233_1,0,0,0
192_1-234_3,0,0,0
192_1-238_3,0,0,0
192_1-26_2,0,0,0
192_1-273_1,0,0,0
192_1-276_1,0,0,0
192_1-294_2,0,0,0
192_1-308_1,0,0,0
192_1-318_27,0,0,0
192_1-318_56,0,0,0
192_1-326_1,0,0,0
192_1-32_1,0,0,0
192_1-334_1,0,0,0
192_1-335_1,0,0,0
192_1-338_1,0,0,0
192_1-37_1,0,0,0
192_1-39_2,0,0,0
192_1-39_5,0,0,0
192_1-40_1,0,0,0
192_1-42_2,0,0,0
192_1-43_1,0,0,0
192_1-44_1,0,0,0
192_1-44_3,0,0,0
192_1-45_1,0,0,0
192_1-46_1,0,0,0
192_1-48_2,0,0,0
192_1-50_1,0,0,0
192_1-66_5,0,0,0
192_1-69_1,0,0,0
192_1-90_1,0,0,0
192_1-96_1,0,0,0
192_1-97_1,0,0,0
192_2-226_1,0,0,0
192_2-226_2,0,0,0
192_2-318_24,0,0,0
192_2-330_1,0,0,0
192_2-338_1,0,0,0
192_2-39_2,0,0,0
192_2-40_1,0,0,0
192_2-43_1,0,0,0
192_2-44_3,0,0,0
192_2-45_1,0,0,0
192_2-46_1,0,0,0
192_2-48_2,0,0,0
192_2-4_3,0,0,0
193_1-201_1,0,0,0
193_1-223_1,0,0,0
193_1-226_1,0,0,0
193_1-228_2,0,0,0
193_1-229_3,0,0,0
193_1-234_1,0,0,0
193_1-234_2,0,0,0
193_1-236_1,0,0,0
193_1-300_1,0,0,0
193_1-318_24,0,0,0
193_1-326_1,0,0,0
193_1-334_1,0,0,0
193_1-336_1,0,0,0
193_1-338_1,0,0,0
193_1-36_1,0,0,0
193_1-45_1,0,0,0
193_1-46_1,0,0,0
193_1-48_2,0,0,0
193_1-51_1,0,0,0
193_1-66_5,0,0,0
193_1-76_2,0,0,0
193_1-99_2,0,0,0
193_2-196_1,0,0,0
193_2-201_1,0,0,0
193_2-203_1,0,0,0
193_2-204_1,0,0,0
193_2-20_1,0,0,0
193_2-213_1,0,0,0
193_2-217_1,0,0,0
193_2-222_1,0,0,0
193_2-223_1,0,0,0
193_2-224_1,0,0,0
193_2-225_1,0,0,0
193_2-226_1,0,0,0
193_2-226_2,0,0,0
193_2-228_1,0,0,0
193_2-228_2,0,0,0
193_2-229_3,0,0,0
193_2-22_2,0,0,0
193_2-233_1,0,0,0
193_2-233_3,0,0,0
193_2-233_4,0,0,0
193_2-234_1,0,0,0
193_2-234_2,0,0,0
193_2-234_4,0,0,0
193_2-236_2,0,0,0
193_2-240_1,0,0,0
193_2-246_1,0,0,0
193_2-252_1,0,0,0
193_2-262_1,0,0,0
193_2-263_1,0,0,0
193_2-265_1,0,0,0
193_2-269_1,0,0,0
193_2-26_2,0,0,0
193_2-26_3,0,0,0
193_2-276_1,0,0,0
193_2-283_1,0,0,0
193_2-286_1,0,0,0
193_2-290_1,0,0,0
193_2-292_2,0,0,0
193_2-294_2,0,0,0
193_2-297_1,0,0,0
193_2-298_1,0,0,0
193_2-301_1,0,0,0
193_2-318_16,0,0,0
193_2-318_17,0,0,0
193_2-318_2,0,0,0
193_2-318_21,0,0,0
193_2-318_37,0,0,0
193_2-318_38,0,0,0
193_2-318_40,0,0,0
193_2-318_42,0,0,0
193_2-318_47,0,0,0
193_2-318_50,0,0,0
193_2-318_52,0,0,0
193_2-318_54,0,0,0
193_2-318_56,0,0,0
193_2-318_62,0,0,0
193_2-318_7,0,0,0
193_2-318_79,0,0,0
193_2-325_1,0,0,0
193_2-326_1,0,0,0
193_2-32_1,0,0,0
193_2-330_1,0,0,0
193_2-331_1,0,0,0
193_2-332_1,0,0,0
193_2-333_1,0,0,0
193_2-334_1,0,0,0
193_2-334_3,0,0,0
193_2-335_1,0,0,0
193_2-336_1,0,0,0
193_2-338_1,0,0,0
193_2-33_1,0,0,0
193_2-34_1,0,0,0
193_2-36_1,0,0,0
193_2-37_1,0,0,0
193_2-39_1,0,0,0
193_2-39_2,0,0,0
193_2-39_5,0,0,0
193_2-40_1,0,0,0
193_2-42_1,0,0,0
193_2-42_2,0,0,0
193_2-43_1,0,0,0
193_2-44_1,0,0,0
193_2-44_3,0,0,0
193_2-44_4,0,0,0
193_2-45_1,0,0,0
193_2-46_1,0,0,0
193_2-47_2,0,0,0
193_2-48_2,0,0,0
193_2-4_3,0,0,0
193_2-50_1,0,0,0
193_2-51_1,0,0,0
193_2-52_1,0,0,0
193_2-55_1,0,0,0
193_2-57_1,0,0,0
193_2-66_5,0,0,0
193_2-69_1,0,0,0
193_2-69_2,0,0,0
193_2-69_3,0,0,0
193_2-72_1,0,0,0
193_2-76_3,0,0,0
193_2-87_1,0,0,0
193_2-8_1,0,0,0
193_2-90_1,0,0,0
193_2-92_1,0,0,0
193_2-96_1,0,0,0
193_2-97_1,0,0,0
193_2-99_2,0,0,0
193_2-9_1,0,0,0
193_2-9_2,0,0,0
195_0-26_3,0,0,0
195_0-318_56,0,0,0
195_0-334_3,0,0,0
195_0-335_1,0,0,0
195_0-338_1,0,0,0
195_0-36_1,0,0,0
195_0-39_5,0,0,0
195_0-44_3,0,0,0
195_0-45_1,0,0,0
195_0-46_1,0,0,0
195_0-87_1,0,0,0
196_1-201_1,0,0,0
196_1-219_1,0,0,0
196_1-228_1,0,0,0
196_1-229_3,0,0,0
196_1-318_54,0,0,0
196_1-318_56,0,0,0
196_1-318_80,0,0,0
196_1-326_1,0,0,0
196_1-327_1,0,0,0
196_1-32_1,0,0,0
196_1-330_1,0,0,0
196_1-334_1,0,0,0
196_1-334_3,0,0,0
196_1-335_1,0,0,0
196_1-338_1,0,0,0
196_1-42_1,0,0,0
196_1-43_1,0,0,0
196_1-44_1,0,0,0
196_1-45_1,0,0,0
196_1-46_1,0,0,0
196_1-48_2,0,0,0
196_1-62_1,0,0,0
196_1-66_3,0,0,0
196_1-66_5,0,0,0
196_1-76_2,0,0,0
196_1-96_1,0,0,0
196_1-97_1,0,0,0
196_1-99_2,0,0,0
196_1-9_1,0,0,0
19_1-204_1,0,0,0
19_1-20_1,0,0,0
19_1-226_2,0,0,0
19_1-23_1,0,0,0
19_1-240_1,0,0,0
19_1-26_2,0,0,0
19_1-26_3,0,0,0
19_1-298_1,0,0,0
19_1-309_1,0,0,0
19_1-318_19,0,0,0
19_1-318_56,0,0,0
19_1-32_1,0,0,0
19_1-335_1,0,0,0
19_1-338_1,0,0,0
19_1-37_1,0,0,0
19_1-39_2,0,0,0
19_1-39_5,0,0,0
19_1-40_1,0,0,0
19_1-42_2,0,0,0
19_1-43_1,0,0,0
19_1-44_1,0,0,0
19_1-44_3,0,0,0
19_1-45_1,0,0,0
19_1-46_1,0,0,0
19_1-47_1,0,0,0
19_1-48_2,0,0,0
19_1-4_3,0,0,0
19_1-52_1,0,0,0
19_1-66_5,0,0,0
19_1-9_2,0,0,0
200_1-201_1,0,0,0
200_1-20_1,0,0,0
200_1-226_2,0,0,0
200_1-228_2,0,0,0
200_1-26_2,0,0,0
200_1-318_40,0,0,0
200_1-318_48,0,0,0
200_1-32_1,0,0,0
200_1-334_1,0,0,0
200_1-335_1,0,0,0
200_1-338_1,0,0,0
200_1-39_5,0,0,0
200_1-42_2,0,0,0
200_1-43_1,0,0,0
200_1-44_1,0,0,0
200_1-44_3,0,0,0
200_1-45_1,0,0,0
200_1-46_1,0,0,0
200_1-47_2,0,0,0
200_1-48_2,0,0,0
200_1-66_5,0,0,0
200_1-68_1,0,0,0
200_1-84_1,0,0,0
200_1-98_1,0,0,0
200_1-99_2,0,0,0
201_1-203_1,0,0,0
201_1-204_1,0,0,0
201_1-20_1,0,0,0
201_1-213_1,0,0,0
201_1-217_1,0,0,0
201_1-219_1,0,0,0
201_1-223_1,0,0,0
201_1-225_1,0,0,0
201_1-226_1,0,0,0
201_1-226_2,0,0,0
201_1-228_1,0,0,0
201_1-228_2,0,0,0
201_1-229_3,0,0,0
201_1-22_2,0,0,0
201_1-233_1,0,0,0
201_1-233_2,0,0,0
201_1-233_3,0,0,0
201_1-234_3,0,0,0
201_1-246_1,0,0,0
201_1-26_2,0,0,0
201_1-26_3,0,0,0
201_1-273_1,0,0,0
201_1-282_1,0,0,0
201_1-283_1,0,0,0
201_1-286_1,0,0,0
201_1-297_1,0,0,0
201_1-298_1,0,0,0
201_1-300_1,0,0,0
201_1-308_1,0,0,0
201_1-30_1,0,0,0
201_1-318_16,0,0,0
201_1-318_19,0,0,0
201_1-318_2,0,0,0
201_1-318_21,0,0,0
201_1-318_22,0,0,0
201_1-318_24,0,0,0
201_1-318_34,0,0,0
201_1-318_38,0,0,0
201_1-318_45,0,0,0
201_1-318_49,0,0,0
201_1-318_54,0,0,0
201_1-318_56,0,0,0
201_1-318_8,0,0,0
201_1-325_1,0,0,0
201_1-326_1,0,0,0
201_1-32_1,0,0,0
201_1-330_1,0,0,0
201_1-333_1,0,0,0
201_1-334_1,0,0,0
201_1-334_3,0,0,0
201_1-335_1,0,0,0
201_1-336_1,0,0,0
201_1-338_1,0,0,0
201_1-34_1,0,0,0
201_1-36_1,0,0,0
201_1-37_1,0,0,0
201_1-39_2,0,0,0
201_1-39_4,0,0,0
201_1-39_5,0,0,0
201_1-40_1,0,0,0
201_1-42_1,0,0,0
201_1-42_2,0,0,0
201_1-43_1,0,0,0
201_1-44_1,0,0,0
201_1-44_3,0,0,0
201_1-44_4,0,0,0
201_1-45_1,0,0,0
201_1-46_1,0,0,0
201_1-48_1,0,0,0
201_1-48_2,0,0,0
201_1-50_1,0,0,0
201_1-51_1,0,0,0
201_1-52_1,0,0,0
201_1-66_4,0,0,0
201_1-66_5,0,0,0
201_1-70_1,0,0,0
201_1-76_3,0,0,0
201_1-84_1,0,0,0
201_1-87_1,0,0,0
201_1-8_1,0,0,0
201_1-90_1,0,0,0
201_1-91_1,0,0,0
201_1-92_1,0,0,0
201_1-96_1,0,0,0
201_1-97_1,0,0,0
201_1-99_2,0,0,0
201_1-9_1,0,0,0
201_1-9_2,0,0,0
203_1-204_1,0,1,0
203_1-208_1,0,0,0
203_1-20_1,0,0,0
203_1-226_1,0,0,0
203_1-229_3,0,0,0
203_1-233_1,0,0,0
203_1-233_2,0,0,0
203_1-24_2,0,0,0
203_1-257_1,0,0,0
203_1-26_2,0,0,0
203_1-297_1,0,0,0
203_1-318_54,0,0,0
203_1-318_56,0,0,0
203_1-318_72,0,0,0
203_1-31_2,0,0,0
203_1-325_1,0,0,0
203_1-326_1,0,0,0
203_1-32_1,0,0,0
203_1-334_1,0,0,0
203_1-334_3,0,0,0
203_1-335_1,0,0,0
203_1-336_1,0,0,0
203_1-338_1,0,0,0
203_1-33_1,0,0,0
203_1-36_1,0,0,0
203_1-39_2,0,0,0
203_1-39_5,0,0,0
203_1-42_2,0,0,0
203_1-43_1,0,0,0
203_1-44_1,0,0,0
203_1-44_3,0,0,0
203_1-44_4,0,0,0
203_1-45_1,0,0,0
203_1-46_1,0,0,0
203_1-48_2,0,0,0
203_1-50_1,0,0,0
203_1-66_5,0,0,0
203_1-97_1,0,0,0
204_1-20_1,0,0,0
204_1-221_1,0,0,0
204_1-223_1,0,0,0
204_1-226_1,0,0,0
204_1-228_1,0,0,0
204_1-229_3,0,0,0
204_1-22_2,0,0,0
204_1-233_3,0,0,0
204_1-238_3,0,0,0
204_1-239_1,0,0,0
204_1-240_1,0,0,0
204_1-257_1,0,0,0
204_1-258_1,0,0,0
204_1-268_1,0,0,0
204_1-26_2,0,0,0
204_1-282_1,0,0,0
204_1-283_1,0,0,0
204_1-297_1,0,0,0
204_1-298_1,0,0,0
204_1-301_1,0,0,0
204_1-308_1,0,0,0
204_1-318_21,0,0,0
204_1-318_49,0,0,0
204_1-318_54,0,0,0
204_1-318_56,0,0,0
204_1-318_82,0,0,0
204_1-31_2,0,0,0
204_1-325_1,0,0,0
204_1-326_1,0,0,0
204_1-32_1,0,0,0
204_1-334_1,0,0,0
204_1-334_3,0,0,0
204_1-335_1,0,0,0
204_1-336_1,0,0,0
204_1-337_1,0,0,0
204_1-338_1,0,0,0
204_1-34_1,0,0,0
204_1-36_1,0,0,0
204_1-37_1,0,0,0
204_1-39_2,0,0,0
204_1-39_5,0,0,0
204_1-40_1,0,0,0
204_1-41_1,0,0,0
204_1-42_1,0,0,0
204_1-42_2,0,0,0
204_1-43_1,0,0,0
204_1-44_1,0,0,0
204_1-44_3,0,0,0
204_1-45_1,0,0,0
204_1-46_1,0,0,0
204_1-47_2,0,0,0
204_1-48_2,0,0,0
204_1-50_1,0,0,0
204_1-52_1,0,0,0
204_1-66_5,0,0,0
204_1-76_3,0,0,0
204_1-77_2,0,0,0
204_1-78_3,0,0,0
204_1-90_1,0,0,0
204_1-91_1,0,0,0
204_1-92_1,0,0,0
204_1-96_1,0,0,0
204_1-97_1,0,0,0
204_1-9_2,0,0,0
208_1-257_1,0,0,0
208_1-26_2,0,0,0
208_1-318_72,0,0,0
208_1-333_1,0,0,0
208_1-335_1,0,0,0
208_1-338_1,0,0,0
208_1-33_1,0,0,0
208_1-39_5,0,0,0
208_1-45_1,0,0,0
208_1-46_1,0,0,0
208_1-48_2,0,0,0
208_1-66_5,0,0,0
208_1-76_1,0,0,0
208_1-76_3,0,0,0
208_1-97_1,0,0,0
209_1-226_1,0,0,0
209_1-229_3,0,0,0
209_1-233_1,0,0,0
209_1-233_3,0,0,0
209_1-234_8,0,0,0
209_1-318_15,0,0,0
209_1-318_38,0,0,0
209_1-318_56,0,0,0
209_1-318_77,0,0,0
209_1-32_1,0,0,0
209_1-334_1,0,0,0
209_1-335_1,0,0,0
209_1-338_1,0,0,0
209_1-36_1,0,0,0
209_1-39_2,0,0,0
209_1-43_1,0,0,0
209_1-44_1,0,0,0
209_1-44_3,0,0,0
209_1-45_1,0,0,0
209_1-46_1,0,0,0
209_1-48_2,0,0,0
209_1-66_3,0,0,0
209_1-66_5,0,0,0
209_1-92_1,0,0,0
20_1-213_1,0,0,0
20_1-219_1,0,0,0
20_1-221_1,0,0,0
20_1-223_1,0,0,0
20_1-224_1,0,0,0
20_1-225_1,0,0,0
20_1-226_1,0,0,0
20_1-226_2,0,0,0
20_1-229_3,0,0,0
20_1-233_3,0,0,0
20_1-234_1,0,0,0
20_1-234_3,0,0,0
20_1-238_1,0,0,0
20_1-238_3,0,0,0
20_1-239_1,0,0,0
20_1-240_1,0,0,0
20_1-246_1,0,0,0
20_1-24_2,0,0,0
20_1-252_1,0,0,0
20_1-257_1,0,0,0
20_1-269_1,0,0,0
20_1-26_2,1,0,0
20_1-26_3,0,0,0
20_1-283_1,0,0,0
20_1-286_1,0,0,0
20_1-297_1,0,0,0
20_1-298_1,0,0,0
20_1-29_1,0,0,0
20_1-308_1,0,0,0
20_1-309_1,0,0,0
20_1-317_1,0,0,0
20_1-318_11,0,0,0
20_1-318_19,0,0,0
20_1-318_2,0,0,0
20_1-318_20,0,0,0
20_1-318_21,0,0,0
20_1-318_29,0,0,0
20_1-318_35,0,0,0
20_1-318_38,0,0,0
20_1-318_40,0,0,0
20_1-318_49,0,0,0
20_1-318_52,0,0,0
20_1-318_54,0,0,0
20_1-318_56,0,0,0
20_1-318_67,0,0,0
20_1-318_7,0,0,0
20_1-31_2,0,0,0
20_1-320_1,0,0,0
20_1-321_1,0,0,0
20_1-325_1,0,0,0
20_1-326_1,0,0,0
20_1-32_1,0,0,1
20_1-330_1,0,0,0
20_1-332_1,0,0,0
20_1-333_1,0,0,0
20_1-334_1,0,0,0
20_1-334_3,0,0,0
20_1-335_1,0,0,0
20_1-336_1,0,0,0
20_1-338_1,0,0,0
20_1-33_1,0,0,0
20_1-34_1,0,0,0
20_1-36_1,0,0,0
20_1-37_1,0,0,0
20_1-38_1,0,0,0
20_1-39_1,0,0,0
20_1-39_2,0,1,1
20_1-39_3,0,0,0
20_1-39_5,0,1,0
20_1-40_1,0,0,0
20_1-42_1,0,0,0
20_1-42_2,0,1,1
20_1-43_1,1,1,0
20_1-44_1,1,1,1
20_1-44_3,0,1,0
20_1-45_1,1,1,0
20_1-46_1,1,1,0
20_1-47_2,0,0,0
20_1-48_2,1,1,1
20_1-4_2,0,0,0
20_1-4_3,1,0,0
20_1-50_1,1,0,1
20_1-51_1,0,0,0
20_1-52_1,0,0,1
20_1-66_4,0,0,0
20_1-66_5,0,0,0
20_1-68_1,0,0,0
20_1-69_3,0,0,0
20_1-70_1,0,0,0
20_1-72_1,0,0,0
20_1-76_2,0,0,0
20_1-76_3,0,0,0
20_1-90_1,0,0,0
20_1-92_1,0,0,0
20_1-94_1,0,0,0
20_1-96_1,0,0,0
20_1-97_1,0,0,0
20_1-9_2,1,1,0
210_1-266_1,0,0,0
210_1-26_2,0,0,0
210_1-326_1,0,0,0
210_1-32_1,0,0,0
210_1-335_1,0,0,0
210_1-338_1,0,0,0
210_1-42_2,0,0,0
210_1-44_3,0,0,0
210_1-45_1,0,0,0
210_1-46_1,0,0,0
210_1-48_2,0,0,0
210_1-66_5,0,0,0
210_1-96_1,0,0,0
211_1-219_1,0,0,0
211_1-224_1,0,0,0
211_1-225_1,0,0,0
211_1-226_1,0,0,0
211_1-228_2,0,0,0
211_1-233_3,0,0,0
211_1-267_1,0,0,0
211_1-268_1,0,0,0
211_1-26_2,0,0,0
211_1-282_1,0,0,0
211_1-283_1,0,0,0
211_1-297_1,0,0,0
211_1-318_39,0,0,0
211_1-318_56,0,0,0
211_1-326_1,0,0,0
211_1-330_1,0,0,0
211_1-331_1,0,0,0
211_1-334_1,0,0,0
211_1-335_1,0,0,0
211_1-336_1,0,0,0
211_1-337_1,0,0,0
211_1-338_1,0,0,0
211_1-43_1,0,0,0
211_1-44_1,0,0,0
211_1-44_5,0,0,0
211_1-45_1,0,0,0
211_1-48_2,0,0,0
211_1-66_3,0,0,0
211_1-66_5,0,0,0
211_1-76_2,0,0,0
211_1-80_1,0,0,0
211_1-96_1,0,0,0
211_1-97_1,0,0,0
211_1-99_2,0,0,0
213_1-318_38,0,0,0
213_1-318_56,0,0,0
213_1-335_1,0,0,0
213_1-338_1,0,0,0
213_1-45_1,0,0,0
213_1-46_1,0,0,0
213_1-66_5,0,0,0
217_1-229_3,0,0,0
217_1-234_3,0,0,0
217_1-240_1,0,0,0
217_1-26_2,0,0,0
217_1-273_1,0,0,0
217_1-283_1,0,0,0
217_1-286_1,0,0,0
217_1-318_38,0,0,0
217_1-318_56,0,0,0
217_1-32_1,0,0,0
217_1-334_1,0,0,0
217_1-334_3,0,0,0
217_1-335_1,0,0,0
217_1-336_1,0,0,0
217_1-338_1,0,0,0
217_1-43_1,0,0,0
217_1-44_1,0,0,0
217_1-44_3,0,0,0
217_1-45_1,0,0,0
217_1-46_1,0,0,0
217_1-48_2,0,0,0
217_1-66_5,0,0,0
217_1-70_1,0,0,0
217_1-87_1,0,0,0
217_1-90_1,0,0,0
217_1-91_1,0,0,0
217_1-96_1,0,0,0
217_1-97_1,0,0,0
219_1-225_1,0,0,0
219_1-229_3,0,0,0
219_1-238_1,0,0,0
219_1-257_1,0,0,0
219_1-26_2,0,0,0
219_1-282_1,0,0,0
219_1-283_1,0,0,0
219_1-297_1,0,0,0
219_1-298_1,0,0,0
219_1-318_38,0,0,0
219_1-318_54,0,0,0
219_1-318_56,0,0,0
219_1-318_80,0,0,0
219_1-326_1,0,0,0
219_1-327_1,0,0,0
219_1-32_1,0,0,0
219_1-331_1,0,0,0
219_1-334_1,0,0,0
219_1-335_1,0,0,0
219_1-336_1,0,0,0
219_1-337_1,0,0,0
219_1-338_1,0,0,0
219_1-37_1,0,0,0
219_1-38_1,0,0,0
219_1-42_2,0,0,0
219_1-43_1,0,0,0
219_1-44_1,0,0,0
219_1-44_3,0,0,0
219_1-44_4,0,0,0
219_1-45_1,0,0,0
219_1-46_1,0,0,0
219_1-48_2,0,0,0
219_1-52_1,0,0,0
219_1-62_1,0,0,0
219_1-66_5,0,0,0
219_1-67_2,0,0,0
219_1-69_3,0,0,0
219_1-75_1,0,0,0
219_1-76_2,0,0,0
219_1-77_2,0,0,0
219_1-80_1,0,0,0
219_1-96_1,0,0,0
219_1-97_1,0,0,0
21_1-229_3,0,0,0
21_1-326_1,0,0,0
21_1-335_1,0,0,0
21_1-338_1,0,0,0
21_1-42_2,0,0,0
21_1-43_1,1,0,0
21_1-44_3,0,0,0
21_1-45_1,1,0,0
21_1-46_1,0,0,0
21_1-48_2,1,0,0
21_1-66_5,0,0,0
221_1-223_1,0,0,0
221_1-32_1,0,0,0
221_1-335_1,0,0,0
221_1-338_1,0,0,0
221_1-44_3,0,0,0
221_1-48_2,0,0,0
221_1-66_5,0,0,0
221_1-75_1,0,0,0
221_1-90_1,0,0,0
221_1-96_1,0,0,0
221_1-97_1,0,0,0
222_1-224_1,0,0,0
222_1-226_2,0,0,0
222_1-228_1,0,0,0
222_1-229_3,0,0,0
222_1-26_2,0,0,0
222_1-283_1,0,0,0
222_1-335_1,0,0,0
222_1-338_1,0,0,0
222_1-42_2,0,0,0
222_1-45_1,0,0,0
222_1-48_2,0,0,0
222_1-66_5,0,0,0
222_1-72_1,0,0,0
222_1-76_3,0,0,0
222_1-96_1,0,0,0
222_2-224_1,0,0,0
222_2-318_54,0,0,0
222_2-330_1,0,0,0
222_2-335_1,0,0,0
222_2-48_2,0,0,0
222_2-66_5,0,0,0
222_2-74_1,0,0,0
223_1-226_1,0,0,0
223_1-226_2,0,0,0
223_1-228_2,0,0,0
223_1-229_1,0,0,0
223_1-229_3,0,0,0
223_1-233_1,0,0,0
223_1-233_2,0,0,0
223_1-233_3,0,0,0
223_1-234_1,0,0,0
223_1-234_2,0,0,0
223_1-236_1,0,0,0
223_1-240_1,0,0,0
223_1-250_1,0,0,0
223_1-252_1,0,0,0
223_1-268_1,0,0,0
223_1-26_2,0,0,0
223_1-273_1,0,0,0
223_1-282_1,0,0,0
223_1-283_1,0,0,0
223_1-292_2,0,0,0
223_1-294_2,0,0,0
223_1-312_1,0,0,0
223_1-317_1,0,0,0
223_1-318_21,0,0,0
223_1-318_26,0,0,0
223_1-318_38,0,0,0
223_1-318_54,0,0,0
223_1-318_56,0,0,0
223_1-318_67,0,0,0
223_1-318_71,0,0,0
223_1-326_1,0,0,0
223_1-32_1,0,0,0
223_1-330_1,0,0,0
223_1-332_1,0,0,0
223_1-333_1,0,0,0
223_1-334_1,0,0,0
223_1-334_3,0,0,0
223_1-335_1,0,0,0
223_1-336_1,0,0,0
223_1-337_1,0,0,0
223_1-338_1,0,0,0
223_1-34_1,0,0,0
223_1-36_1,0,0,0
223_1-37_1,0,0,0
223_1-39_1,0,0,0
223_1-39_2,0,0,0
223_1-39_5,0,0,0
223_1-41_1,0,0,0
223_1-42_2,0,0,0
223_1-43_1,0,0,0
223_1-44_1,0,0,0
223_1-44_3,0,0,0
223_1-44_4,0,0,0
223_1-44_5,0,0,0
223_1-45_1,0,0,0
223_1-46_1,0,0,0
223_1-47_2,0,0,0
223_1-48_2,0,0,0
223_1-4_1,0,0,0
223_1-50_1,0,0,0
223_1-51_1,0,0,0
223_1-52_1,0,0,0
223_1-66_1,0,0,0
223_1-66_3,0,0,0
223_1-66_4,0,0,0
223_1-66_5,0,0,0
223_1-69_2,0,0,0
223_1-72_1,0,0,0
223_1-74_1,0,0,0
223_1-76_2,0,0,0
223_1-76_3,0,0,0
223_1-77_1,0,0,0
223_1-77_2,0,0,0
223_1-78_1,0,0,0
223_1-78_2,0,0,0
223_1-78_3,0,0,0
223_1-90_1,0,0,0
223_1-92_1,0,0,0
223_1-96_1,0,0,0
223_1-97_1,0,0,0
223_1-99_2,0,0,0
223_1-9_2,0,0,0
224_1-226_1,0,0,0
224_1-226_2,0,0,0
224_1-228_1,0,0,0
224_1-229_3,0,0,0
224_1-252_1,0,0,0
224_1-26_2,0,0,0
224_1-283_1,0,0,0
224_1-318_54,0,0,0
224_1-318_56,0,0,0
224_1-325_1,0,0,0
224_1-326_1,0,0,0
224_1-32_1,0,0,0
224_1-330_1,0,0,0
224_1-334_1,0,0,0
224_1-334_3,0,0,0
224_1-335_1,0,0,0
224_1-336_1,0,0,0
224_1-338_1,0,0,0
224_1-39_2,0,0,0
224_1-39_5,0,0,0
224_1-42_2,0,0,0
224_1-43_1,0,0,0
224_1-44_1,0,0,0
224_1-45_1,0,0,0
224_1-46_1,0,0,0
224_1-48_2,0,0,0
224_1-51_1,0,0,0
224_1-66_5,0,0,0
224_1-69_3,0,0,0
224_1-74_1,0,0,0
224_1-91_1,0,0,0
224_1-96_1,0,0,0
224_1-97_1,0,0,0
225_1-226_1,0,0,0
225_1-228_2,0,0,0
225_1-229_3,0,0,0
225_1-26_2,0,0,0
225_1-282_1,0,0,0
225_1-308_1,0,0,0
225_1-318_39,0,0,0
225_1-318_56,0,0,0
225_1-326_1,0,0,0
225_1-32_1,0,0,0
225_1-330_1,0,0,0
225_1-331_1,0,0,0
225_1-334_1,0,0,0
225_1-335_1,0,0,0
225_1-337_1,0,0,0
